conversion_id,event_id,conversion_timestamp,conversion_value,attribution_model,sku,quantity
conv_alpha_000842,evt_alpha_009147,2024-02-27 00:00:00 CST,69,last_click,SKU-042,2
conv_alpha_000843,evt_alpha_003515,2024-01-12 00:00:00 CST,407,linear,SKU-054,2
conv_alpha_000844,evt_alpha_001058,2024-02-16 00:00:00 CST,389,last_click,SKU-003,1
conv_alpha_000845,evt_alpha_003069,2024-03-16 00:00:00 CST,16,last_click,SKU-062,1
conv_alpha_000846,evt_alpha_003705,2024-01-18 00:00:00 CST,267,linear,SKU-026,2
conv_alpha_000847,evt_alpha_005266,2024-02-28 00:00:00 CST,239,linear,SKU-013,2
conv_alpha_000848,evt_alpha_007719,2024-02-06 00:00:00 CST,130,last_click,SKU-052,2
conv_alpha_000849,evt_alpha_003301,2024-02-10 00:00:00 CST,327,first_click,SKU-088,1
conv_alpha_000850,evt_alpha_002173,2024-01-09 00:00:00 CST,110,linear,SKU-092,4
conv_alpha_000851,evt_alpha_009035,2024-02-20 00:00:00 CST,18,last_click,SKU-051,1
conv_alpha_000852,evt_alpha_008848,2024-02-02 00:00:00 CST,299,first_click,SKU-018,2
conv_alpha_000853,evt_alpha_001637,2024-03-29 00:00:00 CST,445,linear,SKU-098,4
conv_alpha_000854,evt_alpha_004145,2024-02-17 00:00:00 CST,310,linear,SKU-066,3
conv_alpha_000855,evt_alpha_001580,2024-03-10 00:00:00 CST,368,linear,SKU-034,1
conv_alpha_000856,evt_alpha_001978,2024-02-15 00:00:00 CST,456,linear,SKU-079,2
conv_alpha_000857,evt_alpha_006949,2024-03-29 00:00:00 CST,337,linear,SKU-029,4
conv_alpha_000858,evt_alpha_005188,2024-02-06 00:00:00 CST,93,linear,SKU-085,1
conv_alpha_000859,evt_alpha_001721,2024-02-24 00:00:00 CST,379,last_click,SKU-092,2
conv_alpha_000860,evt_alpha_006535,2024-01-21 00:00:00 CST,332,linear,SKU-047,1
conv_alpha_000861,evt_alpha_007967,2024-02-27 00:00:00 CST,122,first_click,SKU-013,3
conv_alpha_000862,evt_alpha_003585,2024-02-02 00:00:00 CST,457,linear,SKU-065,3
conv_alpha_000863,evt_alpha_004710,2024-01-15 00:00:00 CST,349,linear,SKU-043,4
conv_alpha_000864,evt_alpha_007372,2024-01-05 00:00:00 CST,143,last_click,SKU-062,1
conv_alpha_000865,evt_alpha_008430,2024-03-10 00:00:00 CST,255,first_click,SKU-075,3
conv_alpha_000866,evt_alpha_004972,2024-03-07 00:00:00 CST,479,last_click,SKU-082,3
conv_alpha_000867,evt_alpha_003951,2024-02-04 00:00:00 CST,124,first_click,SKU-064,2
conv_alpha_000868,evt_alpha_009228,2024-01-31 00:00:00 CST,126,linear,SKU-031,4
conv_alpha_000869,evt_alpha_008381,2024-02-06 00:00:00 CST,159,last_click,SKU-045,1
conv_alpha_000870,evt_alpha_002917,2024-03-02 00:00:00 CST,115,first_click,SKU-048,4
conv_alpha_000871,evt_alpha_002551,2024-01-29 00:00:00 CST,35,first_click,SKU-004,1
conv_alpha_000872,evt_alpha_002744,2024-03-09 00:00:00 CST,37,linear,SKU-035,2
conv_alpha_000873,evt_alpha_005213,2024-03-13 00:00:00 CST,392,first_click,SKU-018,3
conv_alpha_000874,evt_alpha_005596,2024-03-17 00:00:00 CST,361,first_click,SKU-074,3
conv_alpha_000875,evt_alpha_006511,2024-01-06 00:00:00 CST,222,linear,SKU-003,1
conv_alpha_000876,evt_alpha_003795,2024-02-12 00:00:00 CST,299,linear,SKU-045,1
conv_alpha_000877,evt_alpha_003175,2024-02-06 00:00:00 CST,318,last_click,SKU-050,3
conv_alpha_000878,evt_alpha_009151,2024-01-17 00:00:00 CST,397,last_click,SKU-022,4
conv_alpha_000879,evt_alpha_000794,2024-02-27 00:00:00 CST,143,linear,SKU-059,4
conv_alpha_000880,evt_alpha_005853,2024-02-12 00:00:00 CST,382,last_click,SKU-095,4
conv_alpha_000881,evt_alpha_006135,2024-03-03 00:00:00 CST,410,last_click,SKU-095,2
conv_alpha_000882,evt_alpha_005485,2024-01-17 00:00:00 CST,403,linear,SKU-048,2
conv_alpha_000883,evt_alpha_004509,2024-01-20 00:00:00 CST,23,linear,SKU-043,1
conv_alpha_000884,evt_alpha_006439,2024-01-23 00:00:00 CST,373,first_click,SKU-078,2
conv_alpha_000885,evt_alpha_006365,2024-03-12 00:00:00 CST,40,first_click,SKU-024,1
conv_alpha_000886,evt_alpha_000327,2024-03-22 00:00:00 CST,47,first_click,SKU-014,3
conv_alpha_000887,evt_alpha_005789,2024-03-18 00:00:00 CST,272,last_click,SKU-083,1
conv_alpha_000888,evt_alpha_006040,2024-01-19 00:00:00 CST,295,linear,SKU-094,3
conv_alpha_000889,evt_alpha_005916,2024-02-02 00:00:00 CST,304,linear,SKU-087,2
conv_alpha_000890,evt_alpha_009919,2024-02-11 00:00:00 CST,317,first_click,SKU-080,3
conv_alpha_000891,evt_alpha_008992,2024-01-10 00:00:00 CST,157,linear,SKU-004,2
conv_alpha_000892,evt_alpha_009683,2024-01-15 00:00:00 CST,239,linear,SKU-063,3
conv_alpha_000893,evt_alpha_007635,2024-02-18 00:00:00 CST,26,last_click,SKU-012,3
conv_alpha_000894,evt_alpha_003737,2024-03-29 00:00:00 CST,438,last_click,SKU-054,1
conv_alpha_000895,evt_alpha_003066,2024-03-05 00:00:00 CST,72,first_click,SKU-067,1
conv_alpha_000896,evt_alpha_004154,2024-02-12 00:00:00 CST,129,linear,SKU-047,4
conv_alpha_000897,evt_alpha_004317,2024-02-04 00:00:00 CST,400,last_click,SKU-027,1
conv_alpha_000898,evt_alpha_001118,2024-02-16 00:00:00 CST,142,first_click,SKU-037,1
conv_alpha_000899,evt_alpha_005465,2024-03-09 00:00:00 CST,106,first_click,SKU-063,2
conv_alpha_000900,evt_alpha_004438,2024-02-20 00:00:00 CST,358,first_click,SKU-035,2
conv_alpha_000901,evt_alpha_005728,2024-02-01 00:00:00 CST,243,last_click,SKU-087,1
conv_alpha_000902,evt_alpha_002576,2024-02-05 00:00:00 CST,164,linear,SKU-065,2
conv_alpha_000903,evt_alpha_007997,2024-01-14 00:00:00 CST,461,last_click,SKU-047,3
conv_alpha_000904,evt_alpha_001649,2024-01-02 00:00:00 CST,387,last_click,SKU-038,3
conv_alpha_000905,evt_alpha_005650,2024-01-12 00:00:00 CST,69,linear,SKU-034,1
conv_alpha_000906,evt_alpha_005014,2024-03-13 00:00:00 CST,281,last_click,SKU-031,3
conv_alpha_000907,evt_alpha_001908,2024-02-11 00:00:00 CST,288,first_click,SKU-096,4
conv_alpha_000908,evt_alpha_005014,2024-03-27 00:00:00 CST,259,last_click,SKU-026,4
conv_alpha_000909,evt_alpha_005378,2024-01-01 00:00:00 CST,470,linear,SKU-050,3
conv_alpha_000910,evt_alpha_008906,2024-01-15 00:00:00 CST,103,first_click,SKU-044,4
conv_alpha_000911,evt_alpha_009567,2024-03-26 00:00:00 CST,206,last_click,SKU-022,2
conv_alpha_000912,evt_alpha_000880,2024-02-20 00:00:00 CST,176,first_click,SKU-007,2
conv_alpha_000913,evt_alpha_001276,2024-02-23 00:00:00 CST,222,linear,SKU-074,2
conv_alpha_000914,evt_alpha_003005,2024-03-27 00:00:00 CST,431,linear,SKU-077,3
conv_alpha_000915,evt_alpha_001629,2024-02-10 00:00:00 CST,204,first_click,SKU-057,3
conv_alpha_000916,evt_alpha_006045,2024-03-01 00:00:00 CST,357,last_click,SKU-049,1
conv_alpha_000917,evt_alpha_002910,2024-01-17 00:00:00 CST,67,last_click,SKU-020,1
conv_alpha_000918,evt_alpha_007733,2024-02-27 00:00:00 CST,269,linear,SKU-072,4
conv_alpha_000919,evt_alpha_000724,2024-02-04 00:00:00 CST,390,linear,SKU-071,2
conv_alpha_000920,evt_alpha_005804,2024-01-14 00:00:00 CST,38,first_click,SKU-060,1
conv_alpha_000921,evt_alpha_004152,2024-03-01 00:00:00 CST,222,last_click,SKU-066,3
conv_alpha_000922,evt_alpha_008713,2024-03-28 00:00:00 CST,100,linear,SKU-096,1
conv_alpha_000923,evt_alpha_003030,2024-02-17 00:00:00 CST,66,last_click,SKU-085,2
conv_alpha_000924,evt_alpha_004822,2024-01-12 00:00:00 CST,470,first_click,SKU-089,2
conv_alpha_000925,evt_alpha_004520,2024-02-23 00:00:00 CST,286,linear,SKU-018,4
conv_alpha_000926,evt_alpha_002509,2024-02-15 00:00:00 CST,272,first_click,SKU-020,4
conv_alpha_000927,evt_alpha_000010,2024-01-06 00:00:00 CST,368,first_click,SKU-007,1
conv_alpha_000928,evt_alpha_002077,2024-03-27 00:00:00 CST,37,first_click,SKU-099,4
conv_alpha_000929,evt_alpha_001152,2024-03-28 00:00:00 CST,325,linear,SKU-098,1
conv_alpha_000930,evt_alpha_003987,2024-02-28 00:00:00 CST,38,first_click,SKU-042,4
conv_alpha_000931,evt_alpha_000665,2024-01-11 00:00:00 CST,153,last_click,SKU-091,1
conv_alpha_000932,evt_alpha_000923,2024-01-27 00:00:00 CST,276,last_click,SKU-072,4
conv_alpha_000933,evt_alpha_002736,2024-02-22 00:00:00 CST,372,last_click,SKU-076,4
conv_alpha_000934,evt_alpha_004850,2024-03-04 00:00:00 CST,321,last_click,SKU-088,4
conv_alpha_000935,evt_alpha_004401,2024-01-07 00:00:00 CST,361,linear,SKU-006,3
conv_alpha_000936,evt_alpha_001587,2024-01-18 00:00:00 CST,277,linear,SKU-037,2
conv_alpha_000937,evt_alpha_001878,2024-03-22 00:00:00 CST,30,first_click,SKU-013,2
conv_alpha_000938,evt_alpha_007825,2024-02-04 00:00:00 CST,377,first_click,SKU-074,1
conv_alpha_000939,evt_alpha_008095,2024-01-25 00:00:00 CST,161,last_click,SKU-039,4
conv_alpha_000940,evt_alpha_008929,2024-01-26 00:00:00 CST,264,first_click,SKU-039,1
conv_alpha_000941,evt_alpha_001861,2024-02-10 00:00:00 CST,169,first_click,SKU-058,2
conv_alpha_000942,evt_alpha_002688,2024-01-24 00:00:00 CST,184,last_click,SKU-063,2
conv_alpha_000943,evt_alpha_008217,2024-02-08 00:00:00 CST,32,first_click,SKU-005,2
conv_alpha_000944,evt_alpha_001122,2024-02-14 00:00:00 CST,461,first_click,SKU-033,1
conv_alpha_000945,evt_alpha_008519,2024-02-15 00:00:00 CST,210,first_click,SKU-028,1
conv_alpha_000946,evt_alpha_002950,2024-01-17 00:00:00 CST,469,linear,SKU-063,3
conv_alpha_000947,evt_alpha_009436,2024-02-25 00:00:00 CST,23,last_click,SKU-056,4
conv_alpha_000948,evt_alpha_005865,2024-01-25 00:00:00 CST,100,last_click,SKU-093,2
conv_alpha_000949,evt_alpha_009434,2024-01-07 00:00:00 CST,150,linear,SKU-099,2
conv_alpha_000950,evt_alpha_009749,2024-02-28 00:00:00 CST,407,last_click,SKU-018,4
conv_alpha_000951,evt_alpha_000092,2024-01-26 00:00:00 CST,48,last_click,SKU-062,4
conv_alpha_000952,evt_alpha_002929,2024-03-02 00:00:00 CST,493,linear,SKU-017,4
conv_alpha_000953,evt_alpha_005335,2024-01-31 00:00:00 CST,494,last_click,SKU-056,1
conv_alpha_000954,evt_alpha_000900,2024-02-04 00:00:00 CST,390,last_click,SKU-045,1
conv_alpha_000955,evt_alpha_004566,2024-01-16 00:00:00 CST,447,last_click,SKU-047,4
conv_alpha_000956,evt_alpha_002735,2024-03-21 00:00:00 CST,201,first_click,SKU-019,3
conv_alpha_000957,evt_alpha_000364,2024-03-19 00:00:00 CST,97,last_click,SKU-053,3
conv_alpha_000958,evt_alpha_006949,2024-02-26 00:00:00 CST,274,last_click,SKU-015,4
conv_alpha_000959,evt_alpha_001562,2024-02-28 00:00:00 CST,182,last_click,SKU-006,3
conv_alpha_000960,evt_alpha_006962,2024-01-29 00:00:00 CST,234,first_click,SKU-001,1
conv_alpha_000961,evt_alpha_007009,2024-03-22 00:00:00 CST,135,linear,SKU-037,2
conv_alpha_000962,evt_alpha_005583,2024-03-18 00:00:00 CST,471,first_click,SKU-065,4
conv_alpha_000963,evt_alpha_004000,2024-03-12 00:00:00 CST,356,last_click,SKU-094,4
conv_alpha_000964,evt_alpha_002437,2024-01-01 00:00:00 CST,18,linear,SKU-032,1
conv_alpha_000965,evt_alpha_002577,2024-02-06 00:00:00 CST,200,linear,SKU-097,1
conv_alpha_000966,evt_alpha_002245,2024-03-21 00:00:00 CST,401,last_click,SKU-099,4
conv_alpha_000967,evt_alpha_005582,2024-02-29 00:00:00 CST,101,first_click,SKU-072,3
conv_alpha_000968,evt_alpha_003510,2024-03-04 00:00:00 CST,424,linear,SKU-071,3
conv_alpha_000969,evt_alpha_000834,2024-01-18 00:00:00 CST,126,linear,SKU-081,4
conv_alpha_000970,evt_alpha_004170,2024-03-16 00:00:00 CST,183,linear,SKU-084,2
conv_alpha_000971,evt_alpha_000322,2024-01-31 00:00:00 CST,270,linear,SKU-047,4
conv_alpha_000972,evt_alpha_000681,2024-01-01 00:00:00 CST,193,linear,SKU-041,4
conv_alpha_000973,evt_alpha_004730,2024-01-31 00:00:00 CST,328,linear,SKU-015,1
conv_alpha_000974,evt_alpha_008577,2024-01-29 00:00:00 CST,324,last_click,SKU-086,1
conv_alpha_000975,evt_alpha_000138,2024-03-24 00:00:00 CST,372,linear,SKU-079,3
conv_alpha_000976,evt_alpha_003203,2024-01-31 00:00:00 CST,230,first_click,SKU-061,1
conv_alpha_000977,evt_alpha_001480,2024-01-14 00:00:00 CST,128,first_click,SKU-049,1
conv_alpha_000978,evt_alpha_008633,2024-03-10 00:00:00 CST,286,last_click,SKU-054,2
conv_alpha_000979,evt_alpha_005385,2024-02-14 00:00:00 CST,192,last_click,SKU-065,1
conv_alpha_000980,evt_alpha_009795,2024-02-21 00:00:00 CST,121,first_click,SKU-025,1
conv_alpha_000981,evt_alpha_000253,2024-02-04 00:00:00 CST,268,linear,SKU-090,4
conv_alpha_000982,evt_alpha_006596,2024-02-03 00:00:00 CST,254,first_click,SKU-024,2
conv_alpha_000983,evt_alpha_007037,2024-02-07 00:00:00 CST,362,last_click,SKU-056,1
conv_alpha_000984,evt_alpha_006379,2024-01-15 00:00:00 CST,364,first_click,SKU-061,1
conv_alpha_000985,evt_alpha_007085,2024-01-14 00:00:00 CST,367,last_click,SKU-037,4
conv_alpha_000986,evt_alpha_007540,2024-02-01 00:00:00 CST,11,last_click,SKU-018,3
conv_alpha_000987,evt_alpha_009465,2024-01-16 00:00:00 CST,354,first_click,SKU-005,4
conv_alpha_000988,evt_alpha_008299,2024-03-20 00:00:00 CST,20,linear,SKU-053,4
conv_alpha_000989,evt_alpha_002255,2024-01-07 00:00:00 CST,229,first_click,SKU-099,3
conv_alpha_000990,evt_alpha_007946,2024-03-15 00:00:00 CST,74,last_click,SKU-057,2
conv_alpha_000991,evt_alpha_001824,2024-01-12 00:00:00 CST,467,linear,SKU-043,4
conv_alpha_000992,evt_alpha_008809,2024-01-05 00:00:00 CST,328,last_click,SKU-018,2
conv_alpha_000993,evt_alpha_001155,2024-02-19 00:00:00 CST,285,last_click,SKU-020,4
conv_alpha_000994,evt_alpha_000027,2024-03-17 00:00:00 CST,172,first_click,SKU-033,1
conv_alpha_000995,evt_alpha_000537,2024-01-01 00:00:00 CST,162,first_click,SKU-042,4
conv_alpha_000996,evt_alpha_000250,2024-01-15 00:00:00 CST,221,linear,SKU-093,2
conv_alpha_000997,evt_alpha_007694,2024-01-10 00:00:00 CST,194,first_click,SKU-034,4
conv_alpha_000998,evt_alpha_001721,2024-03-05 00:00:00 CST,265,linear,SKU-068,3
conv_alpha_000999,evt_alpha_007570,2024-01-19 00:00:00 CST,311,last_click,SKU-083,1
conv_alpha_001000,evt_alpha_002131,2024-02-18 00:00:00 CST,257,first_click,SKU-037,2
conv_alpha_001001,evt_alpha_005990,2024-03-26 00:00:00 CST,427,first_click,SKU-076,2
conv_alpha_001002,evt_alpha_006125,2024-01-12 00:00:00 CST,185,first_click,SKU-095,1
conv_alpha_001003,evt_alpha_000827,2024-01-14 00:00:00 CST,163,last_click,SKU-010,3
conv_alpha_001004,evt_alpha_009634,2024-03-19 00:00:00 CST,62,last_click,SKU-045,4
conv_alpha_001005,evt_alpha_001427,2024-02-10 00:00:00 CST,372,last_click,SKU-063,2
conv_alpha_001006,evt_alpha_003111,2024-02-10 00:00:00 CST,437,linear,SKU-079,1
conv_alpha_001007,evt_alpha_007491,2024-01-13 00:00:00 CST,259,linear,SKU-021,3
conv_alpha_001008,evt_alpha_000288,2024-02-22 00:00:00 CST,250,first_click,SKU-068,3
conv_alpha_001009,evt_alpha_008842,2024-03-22 00:00:00 CST,471,linear,SKU-049,2
conv_alpha_001010,evt_alpha_000214,2024-03-09 00:00:00 CST,458,first_click,SKU-010,3
conv_alpha_001011,evt_alpha_003551,2024-02-11 00:00:00 CST,353,last_click,SKU-080,2
conv_alpha_001012,evt_alpha_003425,2024-01-14 00:00:00 CST,206,first_click,SKU-054,4
conv_alpha_001013,evt_alpha_004236,2024-01-11 00:00:00 CST,268,last_click,SKU-057,2
conv_alpha_001014,evt_alpha_001548,2024-02-18 00:00:00 CST,300,last_click,SKU-008,3
conv_alpha_001015,evt_alpha_008873,2024-03-19 00:00:00 CST,255,linear,SKU-071,2
conv_alpha_001016,evt_alpha_000944,2024-01-19 00:00:00 CST,448,last_click,SKU-063,1
conv_alpha_001017,evt_alpha_001473,2024-01-22 00:00:00 CST,17,linear,SKU-025,2
conv_alpha_001018,evt_alpha_002074,2024-01-01 00:00:00 CST,180,linear,SKU-054,2
conv_alpha_001019,evt_alpha_006078,2024-03-14 00:00:00 CST,278,linear,SKU-095,1
conv_alpha_001020,evt_alpha_004723,2024-03-18 00:00:00 CST,67,first_click,SKU-049,2
conv_alpha_001021,evt_alpha_001069,2024-03-01 00:00:00 CST,29,last_click,SKU-075,1
conv_alpha_001022,evt_alpha_000026,2024-01-29 00:00:00 CST,334,linear,SKU-049,1
conv_alpha_001023,evt_alpha_008322,2024-03-09 00:00:00 CST,449,first_click,SKU-008,3
conv_alpha_001024,evt_alpha_004832,2024-03-18 00:00:00 CST,435,linear,SKU-008,1
conv_alpha_001025,evt_alpha_008678,2024-01-05 00:00:00 CST,43,linear,SKU-001,2
conv_alpha_001026,evt_alpha_002021,2024-02-07 00:00:00 CST,343,last_click,SKU-093,2
conv_alpha_001027,evt_alpha_002364,2024-02-06 00:00:00 CST,222,linear,SKU-042,4
conv_alpha_001028,evt_alpha_000340,2024-03-07 00:00:00 CST,489,first_click,SKU-006,3
conv_alpha_001029,evt_alpha_001074,2024-01-15 00:00:00 CST,427,first_click,SKU-076,1
conv_alpha_001030,evt_alpha_009937,2024-01-25 00:00:00 CST,431,first_click,SKU-066,1
conv_alpha_001031,evt_alpha_001981,2024-01-27 00:00:00 CST,326,linear,SKU-029,3
conv_alpha_001032,evt_alpha_005910,2024-02-27 00:00:00 CST,189,first_click,SKU-044,4
conv_alpha_001033,evt_alpha_002227,2024-03-02 00:00:00 CST,353,last_click,SKU-093,3
conv_alpha_001034,evt_alpha_000044,2024-02-05 00:00:00 CST,337,first_click,SKU-088,1
conv_alpha_001035,evt_alpha_009345,2024-03-16 00:00:00 CST,213,first_click,SKU-083,2
conv_alpha_001036,evt_alpha_003033,2024-03-28 00:00:00 CST,456,first_click,SKU-060,3
conv_alpha_001037,evt_alpha_007192,2024-01-16 00:00:00 CST,458,first_click,SKU-032,4
conv_alpha_001038,evt_alpha_003303,2024-02-03 00:00:00 CST,187,linear,SKU-092,4
conv_alpha_001039,evt_alpha_003665,2024-03-02 00:00:00 CST,382,last_click,SKU-046,3
conv_alpha_001040,evt_alpha_003000,2024-01-28 00:00:00 CST,174,first_click,SKU-091,4
conv_alpha_001041,evt_alpha_003962,2024-01-27 00:00:00 CST,54,linear,SKU-081,3
conv_alpha_001042,evt_alpha_004975,2024-01-13 00:00:00 CST,95,linear,SKU-099,2
conv_alpha_001043,evt_alpha_002710,2024-03-05 00:00:00 CST,72,first_click,SKU-072,1
conv_alpha_001044,evt_alpha_003750,2024-03-02 00:00:00 CST,264,linear,SKU-099,2
conv_alpha_001045,evt_alpha_003405,2024-01-02 00:00:00 CST,258,linear,SKU-019,2
conv_alpha_001046,evt_alpha_006444,2024-01-14 00:00:00 CST,220,last_click,SKU-007,3
conv_alpha_001047,evt_alpha_003968,2024-02-21 00:00:00 CST,70,linear,SKU-013,1
conv_alpha_001048,evt_alpha_008101,2024-02-13 00:00:00 CST,19,linear,SKU-031,1
conv_alpha_001049,evt_alpha_007063,2024-01-13 00:00:00 CST,235,last_click,SKU-019,4
conv_alpha_001050,evt_alpha_004802,2024-03-23 00:00:00 CST,440,linear,SKU-019,2
conv_alpha_001051,evt_alpha_007386,2024-01-11 00:00:00 CST,248,linear,SKU-081,2
conv_alpha_001052,evt_alpha_000369,2024-03-13 00:00:00 CST,432,first_click,SKU-087,4
conv_alpha_001053,evt_alpha_003916,2024-02-03 00:00:00 CST,435,linear,SKU-081,4
conv_alpha_001054,evt_alpha_009502,2024-02-16 00:00:00 CST,57,linear,SKU-045,2
conv_alpha_001055,evt_alpha_002083,2024-03-09 00:00:00 CST,419,first_click,SKU-052,4
conv_alpha_001056,evt_alpha_003333,2024-03-11 00:00:00 CST,317,last_click,SKU-078,3
conv_alpha_001057,evt_alpha_000650,2024-03-16 00:00:00 CST,379,last_click,SKU-050,4
conv_alpha_001058,evt_alpha_008994,2024-03-11 00:00:00 CST,254,linear,SKU-001,4
conv_alpha_001059,evt_alpha_004193,2024-02-23 00:00:00 CST,123,first_click,SKU-069,4
conv_alpha_001060,evt_alpha_003915,2024-03-06 00:00:00 CST,392,first_click,SKU-013,3
conv_alpha_001061,evt_alpha_001399,2024-01-26 00:00:00 CST,42,last_click,SKU-088,1
conv_alpha_001062,evt_alpha_005086,2024-02-28 00:00:00 CST,130,linear,SKU-026,3
conv_alpha_001063,evt_alpha_000821,2024-01-22 00:00:00 CST,362,last_click,SKU-073,3
conv_alpha_001064,evt_alpha_004440,2024-01-25 00:00:00 CST,119,last_click,SKU-053,2
conv_alpha_001065,evt_alpha_001743,2024-01-18 00:00:00 CST,118,first_click,SKU-029,1
conv_alpha_001066,evt_alpha_007481,2024-01-04 00:00:00 CST,77,last_click,SKU-079,3
conv_alpha_001067,evt_alpha_002691,2024-01-13 00:00:00 CST,187,last_click,SKU-056,2
conv_alpha_001068,evt_alpha_005061,2024-02-03 00:00:00 CST,78,first_click,SKU-036,1
conv_alpha_001069,evt_alpha_002907,2024-01-07 00:00:00 CST,66,last_click,SKU-026,1
conv_alpha_001070,evt_alpha_005430,2024-01-23 00:00:00 CST,366,first_click,SKU-075,1
conv_alpha_001071,evt_alpha_007731,2024-03-06 00:00:00 CST,198,linear,SKU-093,4
conv_alpha_001072,evt_alpha_002655,2024-03-27 00:00:00 CST,261,last_click,SKU-096,4
conv_alpha_001073,evt_alpha_006449,2024-02-11 00:00:00 CST,120,last_click,SKU-010,4
conv_alpha_001074,evt_alpha_003055,2024-02-25 00:00:00 CST,212,first_click,SKU-092,2
conv_alpha_001075,evt_alpha_005671,2024-03-25 00:00:00 CST,310,first_click,SKU-098,4
conv_alpha_001076,evt_alpha_005553,2024-02-23 00:00:00 CST,460,linear,SKU-006,1
conv_alpha_001077,evt_alpha_000523,2024-01-01 00:00:00 CST,93,first_click,SKU-048,3
conv_alpha_001078,evt_alpha_006652,2024-02-19 00:00:00 CST,444,last_click,SKU-020,2
conv_alpha_001079,evt_alpha_009543,2024-01-11 00:00:00 CST,373,last_click,SKU-030,4
conv_alpha_001080,evt_alpha_007080,2024-02-21 00:00:00 CST,471,first_click,SKU-030,1
conv_alpha_001081,evt_alpha_007371,2024-01-12 00:00:00 CST,381,linear,SKU-066,3
conv_alpha_001082,evt_alpha_009484,2024-03-02 00:00:00 CST,27,linear,SKU-027,3
conv_alpha_001083,evt_alpha_006644,2024-01-30 00:00:00 CST,138,last_click,SKU-059,4
conv_alpha_001084,evt_alpha_008766,2024-01-22 00:00:00 CST,157,first_click,SKU-014,4
conv_alpha_001085,evt_alpha_001170,2024-02-08 00:00:00 CST,389,last_click,SKU-038,1
conv_alpha_001086,evt_alpha_001413,2024-01-26 00:00:00 CST,186,last_click,SKU-025,4
conv_alpha_001087,evt_alpha_005530,2024-01-21 00:00:00 CST,212,linear,SKU-013,2
conv_alpha_001088,evt_alpha_009092,2024-03-30 00:00:00 CST,80,last_click,SKU-088,4
conv_alpha_001089,evt_alpha_000737,2024-02-08 00:00:00 CST,205,last_click,SKU-057,3
conv_alpha_001090,evt_alpha_004411,2024-02-22 00:00:00 CST,487,last_click,SKU-023,4
conv_alpha_001091,evt_alpha_008047,2024-02-07 00:00:00 CST,323,linear,SKU-014,4
conv_alpha_001092,evt_alpha_007096,2024-02-25 00:00:00 CST,178,last_click,SKU-075,4
conv_alpha_001093,evt_alpha_008335,2024-03-16 00:00:00 CST,282,linear,SKU-072,4
conv_alpha_001094,evt_alpha_001292,2024-01-23 00:00:00 CST,270,linear,SKU-069,4
conv_alpha_001095,evt_alpha_004376,2024-03-20 00:00:00 CST,84,last_click,SKU-088,2
conv_alpha_001096,evt_alpha_005542,2024-02-29 00:00:00 CST,390,first_click,SKU-061,2
conv_alpha_001097,evt_alpha_000917,2024-03-22 00:00:00 CST,474,last_click,SKU-012,3
conv_alpha_001098,evt_alpha_000267,2024-03-21 00:00:00 CST,231,linear,SKU-077,4
conv_alpha_001099,evt_alpha_003476,2024-01-09 00:00:00 CST,128,linear,SKU-082,2
conv_alpha_001100,evt_alpha_002454,2024-02-22 00:00:00 CST,74,linear,SKU-039,4
conv_alpha_001101,evt_alpha_007890,2024-01-19 00:00:00 CST,13,linear,SKU-029,4
conv_alpha_001102,evt_alpha_005606,2024-03-15 00:00:00 CST,102,last_click,SKU-008,1
conv_alpha_001103,evt_alpha_008648,2024-01-05 00:00:00 CST,488,linear,SKU-074,3
conv_alpha_001104,evt_alpha_000842,2024-02-03 00:00:00 CST,353,last_click,SKU-044,3
conv_alpha_001105,evt_alpha_001153,2024-01-08 00:00:00 CST,296,linear,SKU-044,3
conv_alpha_001106,evt_alpha_004099,2024-03-16 00:00:00 CST,128,linear,SKU-080,2
conv_alpha_001107,evt_alpha_000208,2024-03-29 00:00:00 CST,195,linear,SKU-020,3
conv_alpha_001108,evt_alpha_007409,2024-03-09 00:00:00 CST,231,first_click,SKU-059,2
conv_alpha_001109,evt_alpha_007386,2024-02-15 00:00:00 CST,407,first_click,SKU-081,2
conv_alpha_001110,evt_alpha_004227,2024-03-08 00:00:00 CST,76,linear,SKU-039,3
conv_alpha_001111,evt_alpha_002339,2024-02-20 00:00:00 CST,301,linear,SKU-092,2
conv_alpha_001112,evt_alpha_008691,2024-02-01 00:00:00 CST,245,first_click,SKU-036,3
conv_alpha_001113,evt_alpha_007802,2024-02-16 00:00:00 CST,325,last_click,SKU-006,4
conv_alpha_001114,evt_alpha_000934,2024-03-02 00:00:00 CST,372,last_click,SKU-049,4
conv_alpha_001115,evt_alpha_002631,2024-03-22 00:00:00 CST,380,first_click,SKU-074,2
conv_alpha_001116,evt_alpha_002820,2024-03-27 00:00:00 CST,98,linear,SKU-043,1
conv_alpha_001117,evt_alpha_009516,2024-03-09 00:00:00 CST,296,first_click,SKU-019,3
conv_alpha_001118,evt_alpha_005603,2024-02-13 00:00:00 CST,123,linear,SKU-043,1
conv_alpha_001119,evt_alpha_005247,2024-03-13 00:00:00 CST,389,first_click,SKU-061,4
conv_alpha_001120,evt_alpha_003912,2024-02-22 00:00:00 CST,321,first_click,SKU-034,1
conv_alpha_001121,evt_alpha_002771,2024-01-23 00:00:00 CST,315,first_click,SKU-063,3
conv_alpha_001122,evt_alpha_000960,2024-02-08 00:00:00 CST,436,linear,SKU-092,4
