event_id,timestamp,adType,cost_micros,impressions,clicks,conv_click_7d,revenue_7d,campaign_id,sku,audience_segment,device,currency,timezone
evt_alpha_006935,2024-03-19 06:00:00 CST,offsite_vid,1318128,2576,438,28,551,camp_alpha_018,SKU-034,retargeting,mobile,USD,CST
evt_alpha_006936,2024-01-12 12:00:00 CST,onsite_disp,4329117,6715,264,39,215,camp_alpha_017,SKU-090,inmarket,mobile,USD,CST
evt_alpha_006937,2024-02-17 07:00:00 CST,sp,3745738,1337,81,26,769,camp_alpha_001,SKU-064,retargeting,UNKNOWN,USD,CST
evt_alpha_006938,2024-03-25 23:00:00 CST,SD,3101658,4809,475,33,1483,camp_alpha_018,SKU-005,retargeting,UNKNOWN,USD,CST
evt_alpha_006939,2024-02-24 22:00:00 CST,offsite_vid,3052007,8129,182,9,1108,camp_alpha_014,SKU-052,inmarket,desktop,USD,CST
evt_alpha_006940,2024-01-04 23:00:00 CST,onsite_disp,3428469,3276,177,22,3184,camp_alpha_002,SKU-030,lookalike,mobile,USD,CST
evt_alpha_006941,2024-03-28 06:00:00 CST,offsite_vid,136815,9183,394,8,4515,camp_alpha_016,SKU-083,,mobile,USD,CST
evt_alpha_006942,2024-03-16 09:00:00 CST,offsite_vid,3651885,1015,19,43,4195,camp_alpha_009,SKU-069,retargeting,tablet,USD,CST
evt_alpha_006943,2024-01-02 11:00:00 CST,offsite_vid,3956427,6554,391,11,1067,camp_alpha_011,SKU-019,retargeting,UNKNOWN,USD,CST
evt_alpha_006944,2024-03-12 06:00:00 CST,sp,4221720,8190,13,31,4827,camp_alpha_002,SKU-052,lookalike,UNKNOWN,USD,CST
evt_alpha_006945,2024-03-05 20:00:00 CST,sp,4146941,8589,0,21,3399,camp_alpha_013,SKU-078,inmarket,mobile,USD,CST
evt_alpha_006946,2024-02-07 11:00:00 CST,offsite_vid,3242638,3664,110,15,3543,camp_alpha_012,SKU-084,lookalike,UNKNOWN,USD,CST
evt_alpha_006947,2024-02-01 01:00:00 CST,sp,2197410,3633,346,38,2413,camp_alpha_009,SKU-031,retargeting,UNKNOWN,USD,CST
evt_alpha_006948,2024-02-11 10:00:00 CST,offsite_vid,2359418,1974,382,27,4489,camp_alpha_016,SKU-031,inmarket,tablet,USD,CST
evt_alpha_006949,2024-03-14 11:00:00 CST,sp,4516667,629,435,27,3355,camp_alpha_011,SKU-064,inmarket,UNKNOWN,USD,CST
evt_alpha_006950,2024-01-03 09:00:00 CST,sp,2620110,8354,423,12,4949,camp_alpha_007,SKU-013,inmarket,desktop,USD,CST
evt_alpha_006951,2024-02-20 10:00:00 CST,sp,3331247,8759,191,20,3126,camp_alpha_014,SKU-055,,mobile,USD,CST
evt_alpha_006952,2024-03-20 08:00:00 CST,SD,1073413,5632,145,23,4880,camp_alpha_004,SKU-021,lookalike,desktop,USD,CST
evt_alpha_006953,2024-03-27 20:00:00 CST,onsite_disp,4026489,1496,309,10,4266,camp_alpha_019,SKU-008,lookalike,tablet,USD,CST
evt_alpha_006954,2024-02-22 22:00:00 CST,offsite_vid,4008759,8367,223,1,2885,camp_alpha_004,SKU-061,retargeting,desktop,USD,CST
evt_alpha_006955,2024-03-04 03:00:00 CST,sp,1764358,4361,337,14,815,camp_alpha_001,SKU-030,,tablet,USD,CST
evt_alpha_006956,2024-01-25 03:00:00 CST,SD,591436,1625,352,19,448,camp_alpha_002,SKU-073,retargeting,tablet,USD,CST
evt_alpha_006957,2024-01-27 14:00:00 CST,offsite_vid,2544219,3407,49,9,2924,camp_alpha_009,SKU-058,retargeting,tablet,USD,CST
evt_alpha_006958,2024-03-26 07:00:00 CST,SD,4327191,8379,55,26,911,camp_alpha_006,SKU-053,,tablet,USD,CST
evt_alpha_006959,2024-03-23 23:00:00 CST,onsite_disp,3311998,7214,52,9,1735,camp_alpha_003,SKU-019,,mobile,USD,CST
evt_alpha_006960,2024-02-14 08:00:00 CST,sp,113555,4833,364,8,4147,camp_alpha_019,SKU-018,lookalike,mobile,USD,CST
evt_alpha_006961,2024-02-13 10:00:00 CST,offsite_vid,4749861,8958,430,33,4269,camp_alpha_003,SKU-057,,mobile,USD,CST
evt_alpha_006962,2024-02-26 05:00:00 CST,onsite_disp,3610981,2712,466,13,1556,camp_alpha_014,SKU-014,retargeting,tablet,USD,CST
evt_alpha_006963,2024-03-30 02:00:00 CST,onsite_disp,3606004,1985,431,46,2726,camp_alpha_005,SKU-041,,UNKNOWN,USD,CST
evt_alpha_006964,2024-01-02 21:00:00 CST,onsite_disp,1033318,800,335,35,961,camp_alpha_017,SKU-049,lookalike,UNKNOWN,USD,CST
evt_alpha_006965,2024-01-23 04:00:00 CST,onsite_disp,1578764,1996,327,32,1149,camp_alpha_004,SKU-071,lookalike,UNKNOWN,USD,CST
evt_alpha_006966,2024-01-08 19:00:00 CST,SD,3499850,3246,113,21,2531,camp_alpha_006,SKU-007,inmarket,UNKNOWN,USD,CST
evt_alpha_006967,2024-01-04 08:00:00 CST,SD,4444816,2296,496,6,749,camp_alpha_007,SKU-086,retargeting,tablet,USD,CST
evt_alpha_006968,2024-02-29 21:00:00 CST,SD,758961,6104,70,1,2100,camp_alpha_019,SKU-064,inmarket,mobile,USD,CST
evt_alpha_006969,2024-02-02 15:00:00 CST,onsite_disp,3542041,7479,363,4,2196,camp_alpha_013,SKU-014,lookalike,desktop,USD,CST
evt_alpha_006970,2024-03-20 12:00:00 CST,SD,4328017,2142,168,27,3454,camp_alpha_001,SKU-002,,tablet,USD,CST
evt_alpha_006971,2024-01-13 05:00:00 CST,onsite_disp,3269790,5345,250,1,1033,camp_alpha_005,SKU-087,inmarket,desktop,USD,CST
evt_alpha_006972,2024-03-05 12:00:00 CST,offsite_vid,2374345,7526,110,29,4123,camp_alpha_019,SKU-085,retargeting,mobile,USD,CST
evt_alpha_006973,2024-02-09 07:00:00 CST,SD,1950263,3537,452,15,4717,camp_alpha_010,SKU-055,retargeting,tablet,USD,CST
evt_alpha_006974,2024-03-20 19:00:00 CST,sp,4203983,429,81,37,784,camp_alpha_009,SKU-054,,tablet,USD,CST
evt_alpha_006975,2024-03-30 07:00:00 CST,offsite_vid,303921,1605,290,10,567,camp_alpha_013,SKU-075,inmarket,UNKNOWN,USD,CST
evt_alpha_006976,2024-03-08 22:00:00 CST,offsite_vid,2872105,793,289,30,2751,camp_alpha_018,SKU-028,lookalike,mobile,USD,CST
evt_alpha_006977,2024-02-01 16:00:00 CST,SD,3480002,3146,444,20,4895,camp_alpha_002,SKU-098,,UNKNOWN,USD,CST
evt_alpha_006978,2024-02-04 22:00:00 CST,sp,1476990,5568,165,18,949,camp_alpha_013,SKU-036,retargeting,UNKNOWN,USD,CST
evt_alpha_006979,2024-02-25 08:00:00 CST,offsite_vid,1978784,5316,208,25,2308,camp_alpha_019,SKU-058,retargeting,desktop,USD,CST
evt_alpha_006980,2024-03-13 05:00:00 CST,sp,284304,6777,52,38,1135,camp_alpha_019,SKU-005,inmarket,tablet,USD,CST
evt_alpha_006981,2024-01-07 04:00:00 CST,offsite_vid,3837397,8256,382,42,1927,camp_alpha_014,SKU-034,lookalike,UNKNOWN,USD,CST
evt_alpha_006982,2024-01-15 17:00:00 CST,onsite_disp,2893969,1148,405,22,2493,camp_alpha_005,SKU-010,retargeting,UNKNOWN,USD,CST
evt_alpha_006983,2024-03-17 03:00:00 CST,offsite_vid,4519867,7425,173,39,3534,camp_alpha_001,SKU-069,,mobile,USD,CST
evt_alpha_006984,2024-03-30 01:00:00 CST,sp,427139,7663,18,26,1943,camp_alpha_002,SKU-016,inmarket,mobile,USD,CST
evt_alpha_006985,2024-01-10 09:00:00 CST,sp,505707,3861,9,15,1792,camp_alpha_009,SKU-013,retargeting,UNKNOWN,USD,CST
evt_alpha_006986,2024-01-16 01:00:00 CST,sp,387047,794,10,48,2483,camp_alpha_011,SKU-075,,tablet,USD,CST
evt_alpha_006987,2024-02-23 00:00:00 CST,onsite_disp,3862493,3125,91,13,844,camp_alpha_002,SKU-020,inmarket,UNKNOWN,USD,CST
evt_alpha_006988,2024-01-28 10:00:00 CST,onsite_disp,4668789,7817,208,21,2176,camp_alpha_005,SKU-033,retargeting,mobile,USD,CST
evt_alpha_006989,2024-02-13 08:00:00 CST,offsite_vid,4808149,6049,108,41,901,camp_alpha_008,SKU-023,lookalike,mobile,USD,CST
evt_alpha_006990,2024-01-25 12:00:00 CST,sp,2765067,4222,138,5,1614,camp_alpha_005,SKU-096,,UNKNOWN,USD,CST
evt_alpha_006991,2024-03-15 09:00:00 CST,sp,2626151,7944,201,9,3635,camp_alpha_018,SKU-087,retargeting,UNKNOWN,USD,CST
evt_alpha_006992,2024-03-24 15:00:00 CST,sp,936792,1347,280,43,3674,camp_alpha_015,SKU-066,,tablet,USD,CST
evt_alpha_006993,2024-03-08 12:00:00 CST,onsite_disp,2007624,8634,119,32,4871,camp_alpha_001,SKU-029,,UNKNOWN,USD,CST
evt_alpha_006994,2024-01-15 14:00:00 CST,sp,4526642,7630,442,20,247,camp_alpha_003,SKU-090,inmarket,UNKNOWN,USD,CST
evt_alpha_006995,2024-03-26 03:00:00 CST,sp,4050091,2090,288,23,3146,camp_alpha_015,SKU-083,lookalike,tablet,USD,CST
evt_alpha_006996,2024-03-13 12:00:00 CST,SD,3479740,9117,281,22,4228,camp_alpha_016,SKU-094,retargeting,mobile,USD,CST
evt_alpha_006997,2024-02-27 10:00:00 CST,offsite_vid,2159389,3257,185,44,3585,camp_alpha_012,SKU-076,inmarket,tablet,USD,CST
evt_alpha_006998,2024-01-26 12:00:00 CST,offsite_vid,1493368,2643,80,5,406,camp_alpha_018,SKU-043,inmarket,UNKNOWN,USD,CST
evt_alpha_006999,2024-03-06 12:00:00 CST,onsite_disp,480146,615,96,33,952,camp_alpha_018,SKU-009,retargeting,UNKNOWN,USD,CST
evt_alpha_007000,2024-02-05 19:00:00 CST,onsite_disp,3734983,2649,472,1,2473,camp_alpha_008,SKU-062,inmarket,UNKNOWN,USD,CST
evt_alpha_007001,2024-02-04 02:00:00 CST,sp,822674,148,470,48,1173,camp_alpha_004,SKU-071,lookalike,tablet,USD,CST
evt_alpha_007002,2024-01-07 21:00:00 CST,onsite_disp,4228551,5366,52,29,4249,camp_alpha_009,SKU-022,retargeting,mobile,USD,CST
evt_alpha_007003,2024-02-15 20:00:00 CST,SD,416062,7555,8,29,2823,camp_alpha_004,SKU-052,inmarket,mobile,USD,CST
evt_alpha_007004,2024-01-21 15:00:00 CST,sp,4466813,4713,229,7,4141,camp_alpha_001,SKU-079,retargeting,mobile,USD,CST
evt_alpha_007005,2024-03-03 02:00:00 CST,onsite_disp,348186,6858,134,15,1531,camp_alpha_003,SKU-015,lookalike,tablet,USD,CST
evt_alpha_007006,2024-02-07 07:00:00 CST,offsite_vid,3650391,7731,97,0,717,camp_alpha_019,SKU-087,,UNKNOWN,USD,CST
evt_alpha_007007,2024-01-02 11:00:00 CST,onsite_disp,2822487,9934,81,31,4018,camp_alpha_017,SKU-031,inmarket,UNKNOWN,USD,CST
evt_alpha_007008,2024-03-30 11:00:00 CST,sp,4247874,5223,283,37,3872,camp_alpha_005,SKU-074,lookalike,desktop,USD,CST
evt_alpha_007009,2024-01-05 09:00:00 CST,sp,1335984,7968,211,32,177,camp_alpha_005,SKU-046,retargeting,tablet,USD,CST
evt_alpha_007010,2024-01-04 03:00:00 CST,onsite_disp,886449,7262,337,39,1825,camp_alpha_016,SKU-063,inmarket,desktop,USD,CST
evt_alpha_007011,2024-03-27 00:00:00 CST,sp,1697609,3043,159,47,4194,camp_alpha_019,SKU-043,retargeting,desktop,USD,CST
evt_alpha_007012,2024-01-15 17:00:00 CST,offsite_vid,2700690,8866,69,8,1169,camp_alpha_003,SKU-001,,mobile,USD,CST
evt_alpha_007013,2024-02-05 17:00:00 CST,offsite_vid,635490,2637,252,36,2169,camp_alpha_018,SKU-029,retargeting,tablet,USD,CST
evt_alpha_007014,2024-02-13 03:00:00 CST,offsite_vid,1611090,9068,471,49,580,camp_alpha_002,SKU-065,lookalike,UNKNOWN,USD,CST
evt_alpha_007015,2024-01-08 05:00:00 CST,sp,174165,3288,145,6,3747,camp_alpha_001,SKU-054,inmarket,UNKNOWN,USD,CST
evt_alpha_007016,2024-02-20 02:00:00 CST,SD,4840861,7608,12,7,3499,camp_alpha_008,SKU-058,,tablet,USD,CST
evt_alpha_007017,2024-03-27 07:00:00 CST,sp,4833390,9313,436,6,1099,camp_alpha_018,SKU-036,inmarket,tablet,USD,CST
evt_alpha_007018,2024-03-14 18:00:00 CST,SD,4468043,2807,1,29,434,camp_alpha_012,SKU-047,lookalike,tablet,USD,CST
evt_alpha_007019,2024-03-26 09:00:00 CST,onsite_disp,4511778,3654,366,37,2760,camp_alpha_008,SKU-034,lookalike,tablet,USD,CST
evt_alpha_007020,2024-01-31 07:00:00 CST,onsite_disp,1784516,6302,363,27,2408,camp_alpha_018,SKU-025,inmarket,mobile,USD,CST
evt_alpha_007021,2024-03-19 19:00:00 CST,offsite_vid,172951,7318,436,9,2224,camp_alpha_006,SKU-092,inmarket,mobile,USD,CST
evt_alpha_007022,2024-02-15 22:00:00 CST,SD,1782079,9701,486,25,2981,camp_alpha_015,SKU-057,retargeting,tablet,USD,CST
evt_alpha_007023,2024-02-28 02:00:00 CST,onsite_disp,3809369,1638,57,26,4795,camp_alpha_003,SKU-028,lookalike,mobile,USD,CST
evt_alpha_007024,2024-02-22 19:00:00 CST,onsite_disp,4039154,6303,155,9,1699,camp_alpha_016,SKU-033,lookalike,mobile,USD,CST
evt_alpha_007025,2024-02-20 13:00:00 CST,sp,1202591,6375,169,26,135,camp_alpha_009,SKU-046,,mobile,USD,CST
evt_alpha_007026,2024-01-26 00:00:00 CST,onsite_disp,984591,7236,253,18,4563,camp_alpha_018,SKU-090,lookalike,mobile,USD,CST
evt_alpha_007027,2024-01-27 05:00:00 CST,offsite_vid,567941,4132,229,15,1346,camp_alpha_009,SKU-056,,mobile,USD,CST
evt_alpha_007028,2024-02-23 07:00:00 CST,onsite_disp,2370539,5103,207,13,2026,camp_alpha_019,SKU-019,retargeting,UNKNOWN,USD,CST
evt_alpha_007029,2024-03-14 14:00:00 CST,sp,3066620,8703,460,44,2702,camp_alpha_017,SKU-063,lookalike,tablet,USD,CST
evt_alpha_007030,2024-01-10 03:00:00 CST,offsite_vid,2972254,3348,397,31,2337,camp_alpha_007,SKU-032,,desktop,USD,CST
evt_alpha_007031,2024-03-21 21:00:00 CST,offsite_vid,3809346,9705,246,25,4860,camp_alpha_006,SKU-006,lookalike,tablet,USD,CST
evt_alpha_007032,2024-01-19 13:00:00 CST,onsite_disp,3340932,6842,395,12,341,camp_alpha_018,SKU-067,,mobile,USD,CST
evt_alpha_007033,2024-01-31 12:00:00 CST,onsite_disp,4491932,7069,194,6,3060,camp_alpha_010,SKU-095,,UNKNOWN,USD,CST
evt_alpha_007034,2024-03-10 17:00:00 CST,onsite_disp,2685569,9018,7,49,4379,camp_alpha_013,SKU-055,lookalike,tablet,USD,CST
evt_alpha_007035,2024-03-17 06:00:00 CST,sp,2258193,6958,412,24,2980,camp_alpha_006,SKU-046,inmarket,tablet,USD,CST
evt_alpha_007036,2024-02-06 17:00:00 CST,onsite_disp,1797527,1974,340,28,1744,camp_alpha_017,SKU-002,inmarket,mobile,USD,CST
evt_alpha_007037,2024-03-23 05:00:00 CST,sp,3368653,3234,118,33,916,camp_alpha_012,SKU-027,lookalike,tablet,USD,CST
evt_alpha_007038,2024-02-08 12:00:00 CST,sp,448655,6995,37,25,3169,camp_alpha_017,SKU-023,inmarket,desktop,USD,CST
evt_alpha_007039,2024-03-25 19:00:00 CST,offsite_vid,2971368,4526,48,29,793,camp_alpha_019,SKU-040,retargeting,desktop,USD,CST
evt_alpha_007040,2024-02-20 08:00:00 CST,offsite_vid,4468879,683,194,2,2249,camp_alpha_012,SKU-079,lookalike,tablet,USD,CST
evt_alpha_007041,2024-02-20 13:00:00 CST,onsite_disp,463653,2101,280,33,2263,camp_alpha_016,SKU-036,,mobile,USD,CST
evt_alpha_007042,2024-02-18 19:00:00 CST,SD,1707227,5069,241,18,4490,camp_alpha_014,SKU-080,lookalike,mobile,USD,CST
evt_alpha_007043,2024-03-26 10:00:00 CST,sp,882004,1168,56,1,3940,camp_alpha_019,SKU-061,,mobile,USD,CST
evt_alpha_007044,2024-01-26 02:00:00 CST,onsite_disp,2618994,1614,427,18,2515,camp_alpha_010,SKU-081,,tablet,USD,CST
evt_alpha_007045,2024-03-30 20:00:00 CST,sp,4497927,5372,236,21,1321,camp_alpha_015,SKU-023,,UNKNOWN,USD,CST
evt_alpha_007046,2024-01-13 10:00:00 CST,offsite_vid,2272365,7191,290,46,4330,camp_alpha_003,SKU-050,,tablet,USD,CST
evt_alpha_007047,2024-02-09 12:00:00 CST,SD,3668937,1924,423,1,4512,camp_alpha_016,SKU-025,retargeting,tablet,USD,CST
evt_alpha_007048,2024-03-02 10:00:00 CST,offsite_vid,379629,2868,104,26,2723,camp_alpha_002,SKU-010,lookalike,desktop,USD,CST
evt_alpha_007049,2024-03-26 15:00:00 CST,offsite_vid,3808478,9082,50,33,3439,camp_alpha_016,SKU-028,inmarket,desktop,USD,CST
evt_alpha_007050,2024-01-01 08:00:00 CST,onsite_disp,1082542,9532,42,4,455,camp_alpha_007,SKU-038,lookalike,tablet,USD,CST
evt_alpha_007051,2024-02-12 18:00:00 CST,SD,2669805,9412,173,11,4747,camp_alpha_009,SKU-061,retargeting,desktop,USD,CST
evt_alpha_007052,2024-01-20 01:00:00 CST,SD,454598,5398,257,25,1472,camp_alpha_019,SKU-008,lookalike,tablet,USD,CST
evt_alpha_007053,2024-02-29 17:00:00 CST,onsite_disp,3305324,8947,278,10,471,camp_alpha_010,SKU-069,,UNKNOWN,USD,CST
evt_alpha_007054,2024-02-26 15:00:00 CST,SD,4462755,2880,143,21,4799,camp_alpha_011,SKU-070,,tablet,USD,CST
evt_alpha_007055,2024-02-11 14:00:00 CST,sp,1603961,8330,244,46,29,camp_alpha_001,SKU-030,retargeting,mobile,USD,CST
evt_alpha_007056,2024-01-30 05:00:00 CST,SD,1234519,9958,312,15,4879,camp_alpha_008,SKU-053,lookalike,UNKNOWN,USD,CST
evt_alpha_007057,2024-01-06 20:00:00 CST,sp,3241896,546,426,7,1051,camp_alpha_013,SKU-058,lookalike,mobile,USD,CST
evt_alpha_007058,2024-02-23 00:00:00 CST,sp,4613221,5155,107,3,1295,camp_alpha_003,SKU-089,lookalike,mobile,USD,CST
evt_alpha_007059,2024-01-22 17:00:00 CST,offsite_vid,3530968,6527,167,22,4748,camp_alpha_012,SKU-047,inmarket,mobile,USD,CST
evt_alpha_007060,2024-03-07 09:00:00 CST,sp,516191,8306,215,9,2611,camp_alpha_014,SKU-059,,desktop,USD,CST
evt_alpha_007061,2024-02-08 09:00:00 CST,onsite_disp,4314577,3519,360,1,2617,camp_alpha_004,SKU-049,lookalike,UNKNOWN,USD,CST
evt_alpha_007062,2024-02-16 01:00:00 CST,offsite_vid,1764451,6261,219,41,746,camp_alpha_010,SKU-065,,mobile,USD,CST
evt_alpha_007063,2024-03-13 16:00:00 CST,offsite_vid,3533310,261,428,36,3214,camp_alpha_019,SKU-014,,desktop,USD,CST
evt_alpha_007064,2024-02-28 19:00:00 CST,sp,3504002,6388,311,4,785,camp_alpha_003,SKU-047,,tablet,USD,CST
evt_alpha_007065,2024-02-18 17:00:00 CST,onsite_disp,3895559,4472,156,45,4617,camp_alpha_007,SKU-030,retargeting,tablet,USD,CST
evt_alpha_007066,2024-03-05 20:00:00 CST,onsite_disp,2499531,6602,247,14,4705,camp_alpha_002,SKU-003,,UNKNOWN,USD,CST
evt_alpha_007067,2024-02-16 16:00:00 CST,onsite_disp,2656771,1662,387,35,2898,camp_alpha_002,SKU-080,,mobile,USD,CST
evt_alpha_007068,2024-02-20 21:00:00 CST,offsite_vid,3277217,628,278,43,3373,camp_alpha_012,SKU-054,retargeting,desktop,USD,CST
evt_alpha_007069,2024-03-08 06:00:00 CST,SD,2451553,9074,227,8,496,camp_alpha_007,SKU-080,retargeting,desktop,USD,CST
evt_alpha_007070,2024-03-12 02:00:00 CST,sp,3076412,6297,243,5,888,camp_alpha_018,SKU-011,inmarket,tablet,USD,CST
evt_alpha_007071,2024-03-17 08:00:00 CST,offsite_vid,280250,1539,348,45,1312,camp_alpha_005,SKU-009,,mobile,USD,CST
evt_alpha_007072,2024-03-29 05:00:00 CST,onsite_disp,3647465,6151,124,49,3004,camp_alpha_016,SKU-083,lookalike,mobile,USD,CST
evt_alpha_007073,2024-01-02 06:00:00 CST,sp,139710,2334,478,45,1870,camp_alpha_007,SKU-094,lookalike,desktop,USD,CST
evt_alpha_007074,2024-01-09 08:00:00 CST,sp,4857492,3513,271,1,3781,camp_alpha_011,SKU-063,retargeting,mobile,USD,CST
evt_alpha_007075,2024-02-05 18:00:00 CST,sp,2165430,4047,274,0,3482,camp_alpha_011,SKU-025,inmarket,desktop,USD,CST
evt_alpha_007076,2024-03-21 11:00:00 CST,sp,3488105,6874,251,45,1398,camp_alpha_011,SKU-024,lookalike,UNKNOWN,USD,CST
evt_alpha_007077,2024-01-20 22:00:00 CST,sp,2280219,4935,332,35,1477,camp_alpha_002,SKU-093,retargeting,tablet,USD,CST
evt_alpha_007078,2024-01-08 01:00:00 CST,sp,2805956,3628,248,7,600,camp_alpha_002,SKU-067,,UNKNOWN,USD,CST
evt_alpha_007079,2024-01-05 14:00:00 CST,SD,4556923,8528,266,9,1667,camp_alpha_005,SKU-063,inmarket,mobile,USD,CST
evt_alpha_007080,2024-03-17 13:00:00 CST,SD,2266412,2610,72,2,2049,camp_alpha_012,SKU-088,inmarket,UNKNOWN,USD,CST
evt_alpha_007081,2024-02-27 03:00:00 CST,sp,1644135,5332,484,6,1506,camp_alpha_006,SKU-045,,tablet,USD,CST
evt_alpha_007082,2024-01-17 05:00:00 CST,SD,4615620,9519,475,47,3850,camp_alpha_011,SKU-070,lookalike,desktop,USD,CST
evt_alpha_007083,2024-03-20 05:00:00 CST,sp,2857073,324,241,18,3016,camp_alpha_014,SKU-044,inmarket,mobile,USD,CST
evt_alpha_007084,2024-03-09 22:00:00 CST,onsite_disp,2297353,2949,229,21,708,camp_alpha_001,SKU-026,inmarket,tablet,USD,CST
evt_alpha_007085,2024-03-30 14:00:00 CST,SD,3949908,6322,10,44,4051,camp_alpha_015,SKU-042,retargeting,mobile,USD,CST
evt_alpha_007086,2024-02-02 18:00:00 CST,offsite_vid,3940856,6469,372,14,4127,camp_alpha_007,SKU-078,lookalike,UNKNOWN,USD,CST
evt_alpha_007087,2024-01-16 08:00:00 CST,onsite_disp,985461,4781,71,28,4429,camp_alpha_011,SKU-030,retargeting,desktop,USD,CST
evt_alpha_007088,2024-02-03 06:00:00 CST,sp,2300041,3912,132,40,298,camp_alpha_015,SKU-059,retargeting,tablet,USD,CST
evt_alpha_007089,2024-01-17 18:00:00 CST,SD,2745364,5373,193,13,2483,camp_alpha_004,SKU-003,lookalike,desktop,USD,CST
evt_alpha_007090,2024-02-19 18:00:00 CST,SD,2093399,1989,15,36,2147,camp_alpha_017,SKU-055,inmarket,desktop,USD,CST
evt_alpha_007091,2024-02-01 11:00:00 CST,sp,4507624,1123,251,32,3168,camp_alpha_002,SKU-014,retargeting,mobile,USD,CST
evt_alpha_007092,2024-03-05 14:00:00 CST,SD,692413,9379,288,15,393,camp_alpha_005,SKU-002,inmarket,desktop,USD,CST
evt_alpha_007093,2024-02-12 18:00:00 CST,onsite_disp,4940818,7366,266,31,1020,camp_alpha_016,SKU-081,retargeting,UNKNOWN,USD,CST
evt_alpha_007094,2024-02-05 14:00:00 CST,offsite_vid,2918218,6611,307,3,1106,camp_alpha_016,SKU-024,,desktop,USD,CST
evt_alpha_007095,2024-01-01 02:00:00 CST,SD,1855397,9654,175,35,3927,camp_alpha_009,SKU-032,,mobile,USD,CST
evt_alpha_007096,2024-01-05 20:00:00 CST,sp,3464375,8126,111,17,3925,camp_alpha_006,SKU-028,inmarket,UNKNOWN,USD,CST
evt_alpha_007097,2024-03-20 18:00:00 CST,offsite_vid,781660,2658,494,30,4133,camp_alpha_002,SKU-055,,tablet,USD,CST
evt_alpha_007098,2024-02-28 10:00:00 CST,sp,2470780,1519,184,48,848,camp_alpha_004,SKU-019,retargeting,mobile,USD,CST
evt_alpha_007099,2024-03-27 17:00:00 CST,offsite_vid,2565204,5901,251,45,1395,camp_alpha_013,SKU-078,,UNKNOWN,USD,CST
evt_alpha_007100,2024-01-24 22:00:00 CST,offsite_vid,4203626,9545,132,26,1562,camp_alpha_012,SKU-047,,desktop,USD,CST
evt_alpha_007101,2024-03-16 23:00:00 CST,offsite_vid,948383,377,182,10,870,camp_alpha_006,SKU-077,inmarket,UNKNOWN,USD,CST
evt_alpha_007102,2024-02-23 01:00:00 CST,onsite_disp,1865021,6078,127,3,942,camp_alpha_019,SKU-042,lookalike,desktop,USD,CST
evt_alpha_007103,2024-02-20 02:00:00 CST,SD,4486852,2169,160,37,2406,camp_alpha_002,SKU-049,lookalike,desktop,USD,CST
evt_alpha_007104,2024-03-02 02:00:00 CST,sp,4906465,6549,13,47,1265,camp_alpha_008,SKU-001,,tablet,USD,CST
evt_alpha_007105,2024-03-11 01:00:00 CST,offsite_vid,2096959,5484,246,34,2514,camp_alpha_014,SKU-058,,tablet,USD,CST
evt_alpha_007106,2024-03-01 15:00:00 CST,onsite_disp,4950926,657,228,6,3362,camp_alpha_002,SKU-057,,desktop,USD,CST
evt_alpha_007107,2024-01-31 11:00:00 CST,sp,907086,3812,334,2,2317,camp_alpha_010,SKU-067,,UNKNOWN,USD,CST
evt_alpha_007108,2024-02-19 22:00:00 CST,offsite_vid,3810563,958,240,35,1034,camp_alpha_003,SKU-088,lookalike,desktop,USD,CST
evt_alpha_007109,2024-03-30 18:00:00 CST,offsite_vid,480428,6054,308,14,4532,camp_alpha_010,SKU-029,retargeting,tablet,USD,CST
evt_alpha_007110,2024-01-30 13:00:00 CST,sp,4910492,4945,366,45,2921,camp_alpha_012,SKU-014,retargeting,tablet,USD,CST
evt_alpha_007111,2024-02-13 01:00:00 CST,onsite_disp,107120,4186,329,42,776,camp_alpha_003,SKU-024,retargeting,desktop,USD,CST
evt_alpha_007112,2024-03-10 04:00:00 CST,offsite_vid,1654668,1793,227,22,3133,camp_alpha_007,SKU-051,,tablet,USD,CST
evt_alpha_007113,2024-03-14 18:00:00 CST,onsite_disp,232196,9540,281,42,1388,camp_alpha_008,SKU-055,,UNKNOWN,USD,CST
evt_alpha_007114,2024-01-09 03:00:00 CST,onsite_disp,2372200,4079,279,47,204,camp_alpha_003,SKU-032,inmarket,desktop,USD,CST
evt_alpha_007115,2024-03-06 21:00:00 CST,sp,4579295,3846,143,39,4645,camp_alpha_003,SKU-037,,desktop,USD,CST
evt_alpha_007116,2024-01-02 21:00:00 CST,onsite_disp,2555143,6354,345,26,3621,camp_alpha_012,SKU-008,lookalike,desktop,USD,CST
evt_alpha_007117,2024-01-25 15:00:00 CST,SD,4948627,4882,95,39,4557,camp_alpha_016,SKU-044,lookalike,desktop,USD,CST
evt_alpha_007118,2024-02-21 04:00:00 CST,sp,1444199,625,153,46,759,camp_alpha_019,SKU-013,,tablet,USD,CST
evt_alpha_007119,2024-01-02 18:00:00 CST,offsite_vid,1654427,6488,81,22,69,camp_alpha_014,SKU-075,lookalike,tablet,USD,CST
evt_alpha_007120,2024-01-10 20:00:00 CST,sp,1199165,5651,239,24,216,camp_alpha_017,SKU-024,,tablet,USD,CST
evt_alpha_007121,2024-02-03 02:00:00 CST,SD,4103130,1022,82,7,35,camp_alpha_007,SKU-082,lookalike,UNKNOWN,USD,CST
